DropcamOut,LaptopOut,WelcomeOut,TIME,sum,noise,sum_
1116540.0,0.0,15494.0,2016-09-27 03:00:00,1132034.0,11602,1143636.0
1264324.0,0.0,15484.0,2016-09-27 04:00:00,1279808.0,15304,1295112.0
902272.0,0.0,15581.0,2016-09-27 05:00:00,917853.0,7981,925834.0
698340.0,0.0,20736.0,2016-09-27 06:00:00,719076.0,7189,726265.0
731746.0,0.0,19569.0,2016-09-27 07:00:00,751315.0,9486,760801.0
529554.0,0.0,15316.0,2016-09-27 08:00:00,544870.0,8553,553423.0
548270.0,0.0,15326.0,2016-09-27 09:00:00,563596.0,11235,574831.0
529780.0,0.0,14916.0,2016-09-27 10:00:00,544696.0,11242,555938.0
535380.0,0.0,14979.0,2016-09-27 11:00:00,550359.0,8557,558916.0
528664.0,0.0,15401.0,2016-09-27 12:00:00,544065.0,7341,551406.0
528828.0,0.0,14839.0,2016-09-27 13:00:00,543667.0,12643,556310.0
533304.0,0.0,15106.0,2016-09-27 14:00:00,548410.0,11588,559998.0
535026.0,0.0,14787.0,2016-09-27 15:00:00,549813.0,11155,560968.0
538196.0,0.0,14821.0,2016-09-27 16:00:00,553017.0,9617,562634.0
532518.0,0.0,16148.0,2016-09-27 17:00:00,548666.0,13616,562282.0
540064.0,0.0,17101.0,2016-09-27 18:00:00,557165.0,9965,567130.0
546726.0,0.0,15204.0,2016-09-27 19:00:00,561930.0,12438,574368.0
558256.0,0.0,14953.0,2016-09-27 20:00:00,573209.0,9966,583175.0
546328.0,0.0,15097.0,2016-09-27 21:00:00,561425.0,8929,570354.0
654892.0,0.0,15223.0,2016-09-27 22:00:00,670115.0,12116,682231.0
668344.0,0.0,727269.0,2016-09-27 23:00:00,1395613.0,13003,1408616.0
1894644.0,0.0,5099505.0,2016-09-28 00:00:00,6994149.0,14397,7008546.0
5208530.0,0.0,9567303.0,2016-09-28 01:00:00,14775833.0,11711,14787544.0
2571826.0,0.0,9064296.0,2016-09-28 02:00:00,11636122.0,10713,11646835.0
1009680.0,0.0,171013.0,2016-09-28 03:00:00,1180693.0,10289,1190982.0
643854.0,0.0,22787.0,2016-09-28 04:00:00,666641.0,13089,679730.0
1390924.0,0.0,2423644.0,2016-09-28 05:00:00,3814568.0,5197,3819765.0
2927844.0,0.0,11170773.0,2016-09-28 06:00:00,14098617.0,10628,14109245.0
804846.0,0.0,1081019.0,2016-09-28 07:00:00,1885865.0,6649,1892514.0
540784.0,0.0,15511.0,2016-09-28 08:00:00,556295.0,8266,564561.0
538234.0,0.0,15536.0,2016-09-28 09:00:00,553770.0,11854,565624.0
519678.0,0.0,15911.0,2016-09-28 10:00:00,535589.0,11490,547079.0
516864.0,0.0,16267.0,2016-09-28 11:00:00,533131.0,11603,544734.0
1039032.0,0.0,15671.0,2016-09-28 12:00:00,1054703.0,11397,1066100.0
502422.0,0.0,16152.0,2016-09-28 13:00:00,518574.0,12250,530824.0
504418.0,0.0,15281.0,2016-09-28 14:00:00,519699.0,15731,535430.0
514672.0,0.0,15550.0,2016-09-28 15:00:00,530222.0,9878,540100.0
508744.0,0.0,16197.0,2016-09-28 16:00:00,524941.0,10666,535607.0
521152.0,0.0,15388.0,2016-09-28 17:00:00,536540.0,10285,546825.0
530328.0,0.0,17689.0,2016-09-28 18:00:00,548017.0,8973,556990.0
550266.0,0.0,15451.0,2016-09-28 19:00:00,565717.0,8950,574667.0
554096.0,0.0,15587.0,2016-09-28 20:00:00,569683.0,8723,578406.0
546942.0,0.0,16153.0,2016-09-28 21:00:00,563095.0,13861,576956.0
564914.0,0.0,15802.0,2016-09-28 22:00:00,580716.0,11331,592047.0
586068.0,0.0,15597.0,2016-09-28 23:00:00,601665.0,6406,608071.0
583822.0,0.0,19676.0,2016-09-29 00:00:00,603498.0,10398,613896.0
613760.0,0.0,20938.0,2016-09-29 01:00:00,634698.0,11978,646676.0
641106.0,0.0,16662.0,2016-09-29 02:00:00,657768.0,10483,668251.0
1073516.0,0.0,159910.0,2016-09-29 03:00:00,1233426.0,9003,1242429.0
3234392.0,0.0,20739097.0,2016-09-29 04:00:00,23973489.0,8689,23982178.0
1193838.0,0.0,2691550.0,2016-09-29 05:00:00,3885388.0,8750,3894138.0
620560.0,0.0,15536.0,2016-09-29 06:00:00,636096.0,10566,646662.0
734654.0,0.0,271092.0,2016-09-29 07:00:00,1005746.0,9365,1015111.0
544956.0,0.0,15417.0,2016-09-29 08:00:00,560373.0,11689,572062.0
556420.0,0.0,15062.0,2016-09-29 09:00:00,571482.0,11932,583414.0
589380.0,0.0,16058.0,2016-09-29 10:00:00,605438.0,12242,617680.0
538700.0,0.0,15180.0,2016-09-29 11:00:00,553880.0,9560,563440.0
546466.0,0.0,15796.0,2016-09-29 12:00:00,562262.0,11299,573561.0
593788.0,0.0,15853.0,2016-09-29 13:00:00,609641.0,9577,619218.0
569086.0,0.0,16543.0,2016-09-29 14:00:00,585629.0,8294,593923.0
539264.0,0.0,16681.0,2016-09-29 15:00:00,555945.0,8187,564132.0
535768.0,0.0,17645.0,2016-09-29 16:00:00,553413.0,7896,561309.0
543626.0,0.0,16351.0,2016-09-29 17:00:00,559977.0,9864,569841.0
534382.0,0.0,15843.0,2016-09-29 18:00:00,550225.0,9478,559703.0
540670.0,0.0,15322.0,2016-09-29 19:00:00,555992.0,7956,563948.0
546556.0,0.0,16188.0,2016-09-29 20:00:00,562744.0,10616,573360.0
613938.0,0.0,15410.0,2016-09-29 21:00:00,629348.0,8279,637627.0
854624.0,0.0,267869.0,2016-09-29 22:00:00,1122493.0,12787,1135280.0
648582.0,0.0,16099.0,2016-09-29 23:00:00,664681.0,11674,676355.0
696280.0,0.0,20572.0,2016-09-30 00:00:00,716852.0,10756,727608.0
1577526.0,0.0,135570.0,2016-09-30 01:00:00,1713096.0,6537,1719633.0
1441732.0,0.0,15663.0,2016-09-30 02:00:00,1457395.0,9436,1466831.0
1290686.0,0.0,1017965.0,2016-09-30 03:00:00,2308651.0,7218,2315869.0
1118930.0,0.0,148357.0,2016-09-30 04:00:00,1267287.0,11088,1278375.0
1103276.0,0.0,145658.0,2016-09-30 05:00:00,1248934.0,8768,1257702.0
1093558.0,0.0,1811477.0,2016-09-30 06:00:00,2905035.0,10426,2915461.0
2404142.0,0.0,4598620.0,2016-09-30 07:00:00,7002762.0,8637,7011399.0
576646.0,0.0,139361.0,2016-09-30 08:00:00,716007.0,8687,724694.0
514668.0,0.0,17164.0,2016-09-30 09:00:00,531832.0,12877,544709.0
516156.0,0.0,16322.0,2016-09-30 10:00:00,532478.0,12759,545237.0
513774.0,0.0,16181.0,2016-09-30 11:00:00,529955.0,12876,542831.0
509572.0,0.0,16129.0,2016-09-30 12:00:00,525701.0,8931,534632.0
507632.0,0.0,16656.0,2016-09-30 13:00:00,524288.0,10162,534450.0
509180.0,0.0,15184.0,2016-09-30 14:00:00,524364.0,11859,536223.0
508206.0,0.0,16536.0,2016-09-30 15:00:00,524742.0,9668,534410.0
505698.0,0.0,17486.0,2016-09-30 16:00:00,523184.0,8666,531850.0
509040.0,0.0,15320.0,2016-09-30 17:00:00,524360.0,10215,534575.0
512314.0,0.0,15836.0,2016-09-30 18:00:00,528150.0,14536,542686.0
531428.0,0.0,16189.0,2016-09-30 19:00:00,547617.0,11606,559223.0
651488.0,0.0,15496.0,2016-09-30 20:00:00,666984.0,11227,678211.0
885350.0,0.0,1736403.0,2016-09-30 21:00:00,2621753.0,8078,2629831.0
2050726.0,0.0,2477708.0,2016-09-30 22:00:00,4528434.0,11244,4539678.0
3257200.0,0.0,4483635.0,2016-09-30 23:00:00,7740835.0,11019,7751854.0
4545262.0,0.0,6361421.0,2016-10-01 00:00:00,10906683.0,11141,10917824.0
765916.0,0.0,509076.0,2016-10-01 01:00:00,1274992.0,12502,1287494.0
752520.0,0.0,15627.0,2016-10-01 02:00:00,768147.0,10132,778279.0
943298.0,0.0,15651.0,2016-10-01 03:00:00,958949.0,10342,969291.0
975536.0,0.0,17618.0,2016-10-01 04:00:00,993154.0,14207,1007361.0
643498.0,0.0,15720.0,2016-10-01 05:00:00,659218.0,9173,668391.0
557242.0,0.0,15188.0,2016-10-01 06:00:00,572430.0,12393,584823.0
552848.0,0.0,19174.0,2016-10-01 07:00:00,572022.0,7706,579728.0
550464.0,0.0,16471.0,2016-10-01 08:00:00,566935.0,11790,578725.0
534086.0,0.0,15016.0,2016-10-01 09:00:00,549102.0,9789,558891.0
526852.0,0.0,15461.0,2016-10-01 10:00:00,542313.0,6460,548773.0
523348.0,0.0,15970.0,2016-10-01 11:00:00,539318.0,10911,550229.0
528738.0,0.0,14799.0,2016-10-01 12:00:00,543537.0,12249,555786.0
530926.0,0.0,16663.0,2016-10-01 13:00:00,547589.0,13714,561303.0
534098.0,0.0,16745.0,2016-10-01 14:00:00,550843.0,13736,564579.0
534080.0,0.0,17589.0,2016-10-01 15:00:00,551669.0,9807,561476.0
545358.0,0.0,18056.0,2016-10-01 16:00:00,563414.0,8611,572025.0
528990.0,0.0,22514.0,2016-10-01 17:00:00,551504.0,10909,562413.0
542752.0,0.0,16764.0,2016-10-01 18:00:00,559516.0,12222,571738.0
535424.0,0.0,15411.0,2016-10-01 19:00:00,550835.0,11211,562046.0
516894.0,0.0,15616.0,2016-10-01 20:00:00,532510.0,10548,543058.0
527838.0,0.0,15917.0,2016-10-01 21:00:00,543755.0,13441,557196.0
522924.0,0.0,15542.0,2016-10-01 22:00:00,538466.0,6741,545207.0
528294.0,0.0,16654.0,2016-10-01 23:00:00,544948.0,13098,558046.0
573724.0,0.0,725947.0,2016-10-02 00:00:00,1299671.0,7336,1307007.0
531884.0,0.0,15874.0,2016-10-02 01:00:00,547758.0,10854,558612.0
533070.0,0.0,15579.0,2016-10-02 02:00:00,548649.0,11903,560552.0
544256.0,0.0,15671.0,2016-10-02 03:00:00,559927.0,10754,570681.0
577130.0,0.0,15283.0,2016-10-02 04:00:00,592413.0,7917,600330.0
535056.0,0.0,18593.0,2016-10-02 05:00:00,553649.0,11095,564744.0
543376.0,0.0,15715.0,2016-10-02 06:00:00,559091.0,12271,571362.0
548040.0,0.0,19952.0,2016-10-02 07:00:00,567992.0,10169,578161.0
560770.0,0.0,14454.0,2016-10-02 08:00:00,575224.0,9024,584248.0
533980.0,0.0,15283.0,2016-10-02 09:00:00,549263.0,9976,559239.0
532394.0,0.0,17190.0,2016-10-02 10:00:00,549584.0,10141,559725.0
525564.0,0.0,16349.0,2016-10-02 11:00:00,541913.0,7566,549479.0
531610.0,0.0,15716.0,2016-10-02 12:00:00,547326.0,11286,558612.0
525288.0,0.0,15840.0,2016-10-02 13:00:00,541128.0,11728,552856.0
530218.0,0.0,15669.0,2016-10-02 14:00:00,545887.0,12018,557905.0
524700.0,0.0,18342.0,2016-10-02 15:00:00,543042.0,10022,553064.0
529078.0,0.0,15962.0,2016-10-02 16:00:00,545040.0,12007,557047.0
528898.0,0.0,17405.0,2016-10-02 17:00:00,546303.0,8984,555287.0
532712.0,0.0,15622.0,2016-10-02 18:00:00,548334.0,11210,559544.0
535646.0,0.0,15225.0,2016-10-02 19:00:00,550871.0,10576,561447.0
565182.0,0.0,15375.0,2016-10-02 20:00:00,580557.0,10461,591018.0
526302.0,0.0,16320.0,2016-10-02 21:00:00,542622.0,8897,551519.0
548336.0,0.0,132394.0,2016-10-02 22:00:00,680730.0,9710,690440.0
1094234.0,0.0,603311.0,2016-10-02 23:00:00,1697545.0,10973,1708518.0
1749566.0,0.0,2931748.0,2016-10-03 00:00:00,4681314.0,11223,4692537.0
1135570.0,0.0,15929.0,2016-10-03 01:00:00,1151499.0,7043,1158542.0
1051754.0,0.0,15790.0,2016-10-03 02:00:00,1067544.0,7814,1075358.0
775874.0,0.0,16850.0,2016-10-03 03:00:00,792724.0,11032,803756.0
764720.0,0.0,15904.0,2016-10-03 04:00:00,780624.0,12592,793216.0
755402.0,0.0,17292.0,2016-10-03 05:00:00,772694.0,8294,780988.0
592204.0,0.0,15104.0,2016-10-03 06:00:00,607308.0,7619,614927.0
580634.0,0.0,19140.0,2016-10-03 07:00:00,599774.0,10210,609984.0
608724.0,0.0,15310.0,2016-10-03 08:00:00,624034.0,11408,635442.0
591824.0,0.0,15935.0,2016-10-03 09:00:00,607759.0,10655,618414.0
573128.0,0.0,15912.0,2016-10-03 10:00:00,589040.0,6491,595531.0
551590.0,0.0,15716.0,2016-10-03 11:00:00,567306.0,10903,578209.0
527512.0,0.0,15531.0,2016-10-03 12:00:00,543043.0,11647,554690.0
528464.0,0.0,15782.0,2016-10-03 13:00:00,544246.0,7078,551324.0
530870.0,0.0,18176.0,2016-10-03 14:00:00,549046.0,11035,560081.0
524520.0,0.0,26680.0,2016-10-03 15:00:00,551200.0,10521,561721.0
525624.0,0.0,16028.0,2016-10-03 16:00:00,541652.0,12414,554066.0
529798.0,0.0,16891.0,2016-10-03 17:00:00,546689.0,10060,556749.0
545026.0,0.0,16152.0,2016-10-03 18:00:00,561178.0,8120,569298.0
556078.0,0.0,15701.0,2016-10-03 19:00:00,571779.0,11658,583437.0
543228.0,0.0,15328.0,2016-10-03 20:00:00,558556.0,13560,572116.0
617076.0,0.0,134222.0,2016-10-03 21:00:00,751298.0,10342,761640.0
825516.0,0.0,608666.0,2016-10-03 22:00:00,1434182.0,10250,1444432.0
2377538.0,0.0,5013627.0,2016-10-03 23:00:00,7391165.0,10437,7401602.0
4007032.0,0.0,4254557.0,2016-10-04 00:00:00,8261589.0,10408,8271997.0
1168750.0,0.0,2301888.0,2016-10-04 01:00:00,3470638.0,9808,3480446.0
737958.0,0.0,15350.0,2016-10-04 02:00:00,753308.0,9014,762322.0
938940.0,0.0,135597.0,2016-10-04 03:00:00,1074537.0,12849,1087386.0
1199302.0,0.0,13844.0,2016-10-04 04:00:00,1213146.0,8632,1221778.0
1136908.0,0.0,1717052.0,2016-10-04 05:00:00,2853960.0,11564,2865524.0
1210112.0,0.0,1202757.0,2016-10-04 06:00:00,2412869.0,9960,2422829.0
875636.0,0.0,20367.0,2016-10-04 07:00:00,896003.0,11727,907730.0
614298.0,0.0,144256.0,2016-10-04 08:00:00,758554.0,11760,770314.0
579014.0,0.0,15524.0,2016-10-04 09:00:00,594538.0,9574,604112.0
589150.0,0.0,15701.0,2016-10-04 10:00:00,604851.0,9676,614527.0
557114.0,0.0,15446.0,2016-10-04 11:00:00,572560.0,7082,579642.0
537166.0,0.0,16543.0,2016-10-04 12:00:00,553709.0,12080,565789.0
554674.0,0.0,17213.0,2016-10-04 13:00:00,571887.0,8602,580489.0
540722.0,0.0,16770.0,2016-10-04 14:00:00,557492.0,9523,567015.0
541284.0,0.0,16123.0,2016-10-04 15:00:00,557407.0,12676,570083.0
561828.0,0.0,15543.0,2016-10-04 16:00:00,577371.0,11502,588873.0
540266.0,0.0,20325.0,2016-10-04 17:00:00,560591.0,9469,570060.0
543146.0,0.0,15458.0,2016-10-04 18:00:00,558604.0,11531,570135.0
548168.0,0.0,15320.0,2016-10-04 19:00:00,563488.0,7464,570952.0
561082.0,0.0,15651.0,2016-10-04 20:00:00,576733.0,7413,584146.0
983076.0,0.0,1588427.0,2016-10-04 21:00:00,2571503.0,12228,2583731.0
1029536.0,0.0,1087680.0,2016-10-04 22:00:00,2117216.0,6535,2123751.0
1283740.0,0.0,3103106.0,2016-10-04 23:00:00,4386846.0,7081,4393927.0
4079202.0,0.0,3882324.0,2016-10-05 00:00:00,7961526.0,16227,7977753.0
592490.0,0.0,17063.0,2016-10-05 01:00:00,609553.0,8684,618237.0
714202.0,51600.0,255043.0,2016-10-05 02:00:00,1020845.0,12671,1033516.0
2355302.0,7721249.0,4434970.0,2016-10-05 03:00:00,14511521.0,7924,14519445.0
3093042.0,2221254.0,5964594.0,2016-10-05 04:00:00,11278890.0,9778,11288668.0
2308420.0,1264787.0,2421566.0,2016-10-05 05:00:00,5994773.0,11193,6005966.0
811840.0,1115024.0,200095.0,2016-10-05 06:00:00,2126959.0,12295,2139254.0
3647136.0,3798070.0,295039.0,2016-10-05 07:00:00,7740245.0,13665,7753910.0
3712614.0,1990292.0,201982.0,2016-10-05 08:00:00,5904888.0,9404,5914292.0
3780186.0,1044688.0,477789.0,2016-10-05 09:00:00,5302663.0,11877,5314540.0
4102266.0,2545118.0,16254.0,2016-10-05 10:00:00,6663638.0,8949,6672587.0
2364840.0,1638734.0,200047.0,2016-10-05 11:00:00,4203621.0,10188,4213809.0
540166.0,0.0,15051.0,2016-10-05 12:00:00,555217.0,7531,562748.0
530844.0,0.0,16607.0,2016-10-05 13:00:00,547451.0,12093,559544.0
530418.0,0.0,15493.0,2016-10-05 14:00:00,545911.0,9619,555530.0
535930.0,0.0,16284.0,2016-10-05 15:00:00,552214.0,10014,562228.0
533690.0,0.0,15739.0,2016-10-05 16:00:00,549429.0,6897,556326.0
529994.0,0.0,15059.0,2016-10-05 17:00:00,545053.0,11146,556199.0
556270.0,0.0,15008.0,2016-10-05 18:00:00,571278.0,8450,579728.0
549696.0,0.0,15538.0,2016-10-05 19:00:00,565234.0,8843,574077.0
553926.0,0.0,15104.0,2016-10-05 20:00:00,569030.0,10872,579902.0
584656.0,0.0,16234.0,2016-10-05 21:00:00,600890.0,12462,613352.0
630326.0,0.0,16575.0,2016-10-05 22:00:00,646901.0,9319,656220.0
712402.0,0.0,15074.0,2016-10-05 23:00:00,727476.0,11077,738553.0
881520.0,0.0,108268.0,2016-10-06 00:00:00,989788.0,7738,997526.0
584654.0,0.0,17522.0,2016-10-06 01:00:00,602176.0,8763,610939.0
662824.0,0.0,17761.0,2016-10-06 02:00:00,680585.0,11087,691672.0
737058.0,0.0,16590.0,2016-10-06 03:00:00,753648.0,8166,761814.0
770966.0,0.0,16439.0,2016-10-06 04:00:00,787405.0,8598,796003.0
1931396.0,0.0,731107.0,2016-10-06 05:00:00,2662503.0,10113,2672616.0
4362536.0,0.0,950478.0,2016-10-06 06:00:00,5313014.0,7724,5320738.0
877354.0,0.0,15020.0,2016-10-06 07:00:00,892374.0,11568,903942.0
533364.0,0.0,19566.0,2016-10-06 08:00:00,552930.0,8595,561525.0
558660.0,0.0,16112.0,2016-10-06 09:00:00,574772.0,7108,581880.0
589012.0,0.0,15368.0,2016-10-06 10:00:00,604380.0,8434,612814.0
574172.0,0.0,15231.0,2016-10-06 11:00:00,589403.0,11355,600758.0
508414.0,0.0,17154.0,2016-10-06 12:00:00,525568.0,4570,530138.0
512822.0,0.0,17274.0,2016-10-06 13:00:00,530096.0,10157,540253.0
509586.0,0.0,16413.0,2016-10-06 14:00:00,525999.0,9865,535864.0
507690.0,0.0,16324.0,2016-10-06 15:00:00,524014.0,8286,532300.0
511976.0,0.0,15175.0,2016-10-06 16:00:00,527151.0,10491,537642.0
513292.0,0.0,15716.0,2016-10-06 17:00:00,529008.0,8476,537484.0
535126.0,0.0,23455.0,2016-10-06 18:00:00,558581.0,8871,567452.0
